id	filename	md5	size	state
839dceb9-03a7-454e-ba23-1cf4c379c8c6	TCGA-25-1877-01Z-00-DX1.ECD98484-514C-4E9A-913B-F7EC55D6A8FE.svs	c36635e924d3c80c191bdb0be6bcb149	4221998982	validated
83d8348f-2f54-4524-8bb9-89023bbde683	TCGA-25-2408-01Z-00-DX1.760F6B8D-A61E-4C87-B90D-82E1AF56C204.svs	705997fb0a41bcc8b06ca00f776ee264	2656842596	validated
841be341-1813-49c0-9d71-d6b955b32297	TCGA-23-1021-01Z-00-DX1.F07C221B-D401-47A5-9519-10DE59CA1E9D.svs	fd32243cd7dbe5ec7cc9ee85839e8480	1555934033	validated
8554ce25-47d4-4e14-8491-9026d166195c	TCGA-23-2645-01Z-00-DX1.72C0AB89-9A64-4656-B03E-A5D65BA03188.svs	a0e65f1ab334740b53c780956e835371	1802508275	validated
86303cca-7794-4c32-b71d-86664759db36	TCGA-57-1585-01Z-00-DX1.934E0F30-F804-4CFA-92D5-41576DA6C367.svs	5e94cce98ceeb88b88f970a36b75f4e6	234287190	validated
8a4bdc7d-9040-41e4-9646-d5f5b2fca8ab	TCGA-23-1024-01Z-00-DX1.B9194D3F-C6F4-4FC8-B0CA-6E347FF4F885.svs	d99776bbd50e349da8a3b22fe5a40c5a	1864302957	validated
8ceab358-0ee1-4353-afea-44323d763595	TCGA-23-2081-01Z-00-DX1.4105A382-4C2B-4C62-AC93-CB21CC360254.svs	70696ab1a2bde7b5e761db67dcf3272a	1407335385	validated
8d5e02d4-ac59-47e0-a995-40f75ec178f9	TCGA-57-1583-01Z-00-DX1.88ACB045-1DBD-4F0B-A6D0-53B6C208805C.svs	8a5a4982bf2a7e61da00da7cb67c9f5f	475885874	validated
8e90e8ef-0bee-498c-985c-4d8a1e7752ce	TCGA-VG-A8LO-01A-01-DX1.B39A4D64-82A1-4A04-8AB6-918F3058B83B.svs	df63e73a3f179ad2de48f2225d202e39	133282492	validated
92763f31-c9e9-4e37-9427-c96b48dc1dbb	TCGA-13-A5FT-01Z-00-DX1.2B292DC8-7336-4CD9-AB1A-F6F482E6151A.svs	bf3a1e701b605b7316b80f755b84de08	691602559	validated
9549f79c-15af-44d3-8127-e1184c2dfc3e	TCGA-23-1107-01Z-00-DX1.5B9C1283-62B5-4329-873D-009FA939CA69.svs	e2859adee723d3107787a2042d99dcde	2264299355	validated
956bd181-b683-436e-a569-103e81a04436	TCGA-25-1633-01Z-00-DX1.B3F91D16-A9AA-479F-8326-DD3E280C8759.svs	888ca361b7f3b1b3fa1c5f038abf9efa	2061487010	validated
9ac9225b-6ac8-4d59-a612-a57064ec1657	TCGA-23-1116-01Z-00-DX1.FC5FC1E1-56DD-498C-AA9F-4434C6E733A8.svs	23f574991f9331f8b6deccfaa6610143	2009665469	validated
9cb26137-6f1d-4c3f-907e-b62a648800e5	TCGA-23-2078-01Z-00-DX1.E31A9C1E-00EF-4B0D-A15D-6A5C2D00E986.svs	d6e4e468dec5e4bb0aabfd44816cdcd3	1032145867	validated
9cda7cf6-9a53-4709-844b-91ffec8a882c	TCGA-13-A5FU-01Z-00-DX1.9AD9E4B9-3F87-4879-BC0F-148B12C09036.svs	338ba8b797984df4b6e027d8d19997e2	544302707	validated
a2862d60-49de-477a-a747-be6befb1c4c3	TCGA-25-1318-01Z-00-DX1.742CB28E-DB0A-4BE1-8047-5265FE80F861.svs	adc329385695c0b5fc377b043c94542e	3433000966	validated
a374b28e-f554-41c0-9f7a-102dc9233fc1	TCGA-23-2641-01Z-00-DX1.DB792236-39EC-4090-9938-B0915C3378A0.svs	8766a62993e0d5830d270363ff2e63f1	2347494343	validated
a5155f9e-d349-4633-b1b3-d643326d81e7	TCGA-23-1114-01Z-00-DX1.26CCA42E-4947-4318-A983-D3B31603482E.svs	cbcd9e0e0a89ce10e0d247661a266173	2334571527	validated
a542e31d-f98f-4f52-80f1-55f724c3e5f1	TCGA-23-1027-01Z-00-DX1.53F9DFF4-6811-4184-B2FD-1F6706B948FD.svs	1e6631b009fecdedb4e41761e687ebe4	1642502065	validated
a629efb0-f2dc-4c76-924a-bbf1c6355b33	TCGA-5X-AA5U-01Z-00-DX1.1A03C105-4086-4AAB-B821-A9E8156FA704.svs	4bb051cfde35590c5c19dbde1aee6300	1056363595	validated
a6ffd30c-88e8-49ae-86e6-70bb8bd3ddcb	TCGA-25-1312-01Z-00-DX1.733EC7A7-0FC8-4DDC-B366-DF5A45D6BB4E.svs	c71be59dda7274616bf67b1596b1a2ac	2547376292	validated
aa8f5d6f-d586-429f-a139-a63a761bf4fb	TCGA-23-2084-01Z-00-DX1.94780F2B-9A88-47ED-982B-0048081309C9.svs	cf0cbd1277958bcafd0936dd2baf9794	1055561075	validated
adfe9af5-cb1d-44eb-be3e-34f15447ace1	TCGA-25-1324-01Z-00-DX1.37D77658-1D25-49B2-8CDE-FC092EAA4CDF.svs	f816d05095c37de174dfecc00555c7aa	2753444494	validated
b2e785a5-2ff1-4fdc-b856-2a512059e1d2	TCGA-23-1026-01Z-00-DX1.2875B4F7-D6B2-4C72-8A68-4E7C92D04BF0.svs	02dfd516dd5e1c7207ce8bd82f3303b1	1776522739	validated
b3ab16a8-e8a9-43d8-b2db-f3824e8589fe	TCGA-25-2390-01Z-00-DX1.BC83304E-747C-47EC-BD80-BA0B322C8630.svs	3c0d734ddc3a8bf94e6be314321121f3	2482532976	validated
b43f13e1-0515-4801-acb6-ecce5bb641df	TCGA-42-2591-01Z-00-DX1.ea85e14f-5f0a-4ed0-9afe-025bb95fca40.svs	9fca1b9081347cc14571a66be479fef3	415765713	validated
b83e534e-2874-44b3-8258-37cbc918234c	TCGA-23-1032-01Z-00-DX1.0C1074AE-D59C-4C74-B929-593AE89E5DC1.svs	4b6ae18ce8bf1441fdee0167d58d867b	1380794393	validated
be37c1aa-d04a-4384-98eb-a15dd8db6e9c	TCGA-25-1631-01Z-00-DX1.7CA82CFB-E5F6-4148-8B5E-088B7FE6331F.svs	7e495c332695a3074957367e4936bcd3	4150552750	validated
be79a72e-f9b4-412a-9c19-8692e5cf2943	TCGA-25-2393-01Z-00-DX1.A311D005-D661-4851-A54F-EE3310C9CD8A.svs	012f7f84ed507990ea48c1694d774bed	2621017280	validated
c04fa973-b7b0-4317-bdac-35a09939444a	TCGA-25-1319-01Z-00-DX1.71EFB946-ACAF-4BA6-8855-D336268D87F0.svs	dd2c1d48b35306c41cc3b78c72722c08	2522265752	validated
c5d98cc0-67cc-4935-a43c-5b4e80371234	TCGA-23-2079-01Z-00-DX1.01383205-B7A7-4529-9207-880687650A50.svs	601c2103f1178eeb8761df43c4ab92db	1586922623	validated
c774b0ed-c862-4176-9210-dfe49abcaaaa	TCGA-23-1111-01Z-00-DX1.A99421E1-C73E-42AE-990F-E5E6D26EDDBE.svs	8496a9472b5757abe5bbc3011f867b74	1016117227	validated
c90213cf-9d01-4a44-81f4-c57eb1437bb0	TCGA-25-1323-01Z-00-DX1.1B82D1C9-2310-4AAB-B531-45C1191E5FF8.svs	77f999fbd2ece44119a14a6c881d6a24	3180539114	validated
caa0df62-dcab-44c6-8104-489cfce8f5a8	TCGA-42-2582-01Z-00-DX1.891d6182-c96b-4709-abeb-314d6874856a.svs	a33e7a06b62e2dd3fe21aec535a355fb	194853649	validated
cc9449e5-bf0c-457d-8ebc-9315e63901d1	TCGA-25-1626-01Z-00-DX1.2C6EA1FE-8063-40AC-B81A-CC0A630FCFCC.svs	5fd95d9d4d09e00faa8a8a4190b44121	2692887216	validated
ce541b1c-f962-4486-9547-8d2292f0b094	TCGA-23-1122-01Z-00-DX1.991C230C-E3B4-4DAC-9DCC-69E9FA7DF772.svs	cfd1216a8dda30eb20b3dda47e512894	2368635901	validated
d12e9774-18eb-4289-b206-058eacdebd54	TCGA-57-1992-01Z-00-DX1.1022B1ED-3DC1-4F71-8635-0F8B28138B8C.svs	5bba44e935694a8601ff717d66e3b481	900700524	validated
d20b813b-bbe1-42f7-b502-3bd2c802e36e	TCGA-23-2647-01Z-00-DX1.21E5D0D8-6BA8-4D49-BA70-EC228CF10387.svs	790513207efdde2cca1fc08906f272f7	1932863803	validated
d2c5c97f-7c17-4f0f-9fed-d9ce494abd75	TCGA-23-1023-01Z-00-DX1.0C96E118-A4D9-4A9A-B95E-C0AA114D2483.svs	a307419ff3a7d285248beade6198d60b	1753648025	validated
d5038a23-add0-44ed-806b-c3c3f947c309	TCGA-25-1316-01Z-00-DX1.A9B7F47C-5BDC-4B7D-BC9F-C4C9DBA663C8.svs	4e3e44888b14edc60b70c3d7b04f7c4e	3883353140	validated
d70dca89-a82d-4591-914e-2f09bccc8bbd	TCGA-42-2590-01Z-00-DX1.83ff5df9-0f36-4884-a93e-f2928ff3c719.svs	be83b8a4345e879f2db8e04db68f7866	483499597	validated
d8f8b105-c4bc-46f2-8ee5-6f8a13ab9de3	TCGA-25-1329-01Z-00-DX1.6DD994F3-E426-4749-8ECA-9A0B87FF04DC.svs	a22622606eea36d2aa6f3a6bac52a17a	3950703384	validated
daae5395-13d9-4c0d-b37c-04840c668f6b	TCGA-25-2396-01Z-00-DX1.3E755B49-EFC5-49B8-A381-0B06DAE56961.svs	c1fd621e5ccc6d953a50d78470de159d	2928582606	validated
dae3f53a-6a8d-429d-a479-0c5266a769c5	TCGA-42-2589-01Z-00-DX1.c3abd56a-7d75-4972-982f-3d86da96ad1b.svs	41d5b040a2dc1977f75324a3ae5fa7bc	180705935	validated
dd125f7f-2d95-40c9-b334-416e11e8f8d5	TCGA-25-1315-01Z-00-DX1.BC434CCE-7E21-479F-8A5D-1FC7F601C8C5.svs	8e471d0bac20a42236e5a88efb381254	2516060062	validated
e00dc28a-ed11-492c-8906-aeb8efa6edc4	TCGA-25-1326-01Z-00-DX1.686E3548-8891-42ED-ABBA-BE3DA6D4CAAB.svs	ba0b497b7410d3d89577df96f21e43ab	1643178148	validated
e2249a1e-0316-4344-8246-4b5de37c9d67	TCGA-25-2398-01Z-00-DX1.3F0E9A15-DBC8-43A0-8C94-20B02757CD10.svs	2af000091a885970cf9eba5eba9ec17e	1951490878	validated
e2705ee1-85fd-45f1-ad6e-a80b0ea2ad47	TCGA-25-2399-01Z-00-DX1.B9A34CB0-9EBB-4435-8EDE-E4B9078565B1.svs	f8e606a76a93a2c0b963f314efde28f6	3652997604	validated
e2d2017e-095d-4664-adac-1de7ddd084ca	TCGA-25-1634-01Z-00-DX1.6E449C67-922B-409A-84B4-581B9B468682.svs	84edaf3cf3439f4ac1c5455e37378d4a	3364086764	validated
e460e9fb-62c2-47fe-8311-ecac88d543f8	TCGA-3P-A9WA-01Z-00-DX1.A5FDC436-7F0D-4DD2-8644-CEF1BFF9C614.svs	7d1f5c86933f7e8d476d1628c16f399c	2047208537	validated
eb0f81dd-7b9f-4737-9d23-847d03b7f91a	TCGA-25-2404-01Z-00-DX1.7193B185-31C3-41D0-9194-86DEDF15F096.svs	34e16de61e3ed1e29bd39a8d9730d1df	1999509800	validated
f284663d-5842-4845-b9c1-eb533842aeb9	TCGA-23-1110-01Z-00-DX1.61C2DBB8-7F5C-4878-BEDC-6AE061A2D7D4.svs	f89a1ab32f0b4d45f12f17cce8522cdc	1992524927	validated
f46eaf10-63bd-481a-a187-f1cf1719d193	TCGA-25-1317-01Z-00-DX1.2E7A7AF9-4D04-4EBD-8C79-7117F76511D5.svs	20adb062b3ec444953b85213c2423024	3787847486	validated
fabbc91e-1631-4cf3-980d-8722f86aad05	TCGA-23-1031-01Z-00-DX1.12B1996D-E5BB-424C-B59E-4BE7E1ED6BA1.svs	4c75c5906b6fe7598599d3bb5e097de2	1327235219	validated
fca44675-9dc3-4e79-82b9-47f154b245c8	TCGA-59-A5PD-01Z-00-DX1.0A4D38A2-7B15-4550-B00C-4276485A9613.svs	10c1026d95c7eeb089d20f5198ff164b	1598181501	validated
fd67d3cf-bda0-4ea6-aafc-4af0b0f6b5a6	TCGA-25-2397-01Z-00-DX1.B6FDE9A3-6A51-4A79-82CB-51ED37945A54.svs	297020065977d0fa2abf0211837f2d80	2358953486	validated
feed929b-f680-40ab-b8c6-c5e5f46ac4a1	TCGA-57-1586-01Z-00-DX1.5C85A9B1-9ACC-4D62-BA09-91F8BDB2A058.svs	dc43991121ff0095d12a69a7d391378c	228797480	validated
